#OTU ID	description	TL1a_DTT_173_Repeat	TL1a_FP_140	TL1a_DTT_76_Repeat	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_DTT_142_Repeat	TL1a_FP_243	TL1a_FP_170	TL1a_DTT_78	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_209	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_FP_169	TL1a_DTT_66	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_DTT_640	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689	taxonomy
K03543	emrA; membrane fusion protein, multidrug efflux system	4202.0	190167.9	8600.2	61930.25	122999.7	75831.45	24735.3	6967.5	59022.25	113704.75	12060.6	21119.25	10086.7	27146.75	16764.75	70651.9	35971.7	15626.25	61073.0	32422.9	99935.15	50198.7	41331.25	9913.75	34470.35	5233.25	195803.15	71463.9	76508.6	50680.35	63873.0	39130.0	42629.9	30284.0	5122.75	15089.0	10372.5	104943.25	35912.6	2773.75	126732.25	74752.4	7384.8	47948.75	66323.65	56460.4	29433.85	5529.25	38825.45	68062.9	80807.7	19210.5	87446.5	117430.75	179107.75	35648.25	6391.5	68398.45	6354.1	102460.0	39621.6	36316.95	62847.25	20489.7	22361.75	59498.4	45699.55	4855.7	30528.55	104078.25	50252.1	67137.4	9813.95	52466.15	51676.7	50008.0	16402.0	8282.35	1699.1	2402.15	6267.05	526.45	10834.2	24404.05	8187.55	10651.0	16365.0	4010.8	16192.75	1981.75	6801.15	27511.35	7034.4	2545.8	
K03544	clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX	13076.06	174106.13	17997.91	81452.91	131385.38999999998	58542.19	31406.08	83741.86	70758.45999999999	70218.68	69846.68	88756.18000000002	56648.85	81010.81	36513.3	63185.79	58528.75000000001	50423.31999999999	55732.91	60723.63999999999	84911.39	60576.19	68798.32999999999	21213.52	55453.52	20898.68	159002.05	113491.54	80192.77	69151.57	53209.11000000001	82831.03	82496.8	47446.61	81271.1	32803.53	101375.08	100508.69	58671.55999999999	9870.87	75259.39	66801.12	41472.14	56740.76	62542.23	60484.5	44910.41	46741.2	44604.53	58915.84	78495.89000000001	171890.92	61836.0	71638.73000000001	166526.9	44775.17	68983.85	79064.98999999999	49521.08	64008.9	52162.2	43271.38	76385.16	28697.69	47971.59	58582.09	52261.21	57149.49	69467.95	60693.44	49936.97	68222.52	44915.08	49613.37	47329.70999999999	51581.87000000001	40785.31	12157.77	13170.26	18174.48	10295.28	11559.33	14438.95	27698.17	12608.27	15144.09	24662.76	16997.39	19510.35	11411.01	9450.81	34129.78	16222.33	7956.87	
K03545	tig; trigger factor	13255.86	183291.73	20196.91	73562.41	128261.79	58100.69	32610.95	86726.99	67590.45999999999	72297.88	72253.8	95460.84	59327.55	94438.16	37003.85000000001	62831.24	57202.05000000001	51749.36999999999	55029.31	61259.44999999999	84337.37	61343.79	67567.82999999999	22931.05	56921.07	21147.93	160911.85	113648.44	81290.59	72341.81999999999	51719.31000000001	87910.45	78612.9	47887.04	83920.3	33919.53	131888.11	104549.37	56206.35999999999	7214.02	76942.98999999999	63829.92000000001	41344.140000000014	58256.46000000001	64811.53	62813.6	43564.11	37440.60000000001	46211.03	56848.14	81551.09	113727.25	66416.47	74312.36	176254.2	48390.67	76188.55	82204.59	49697.08	66370.7	55142.5	46027.98	76530.31999999999	32038.69	53259.44	59979.09	49098.71	58268.99	65976.05	62596.34	52214.27	71897.52	44876.88000000001	51393.06999999999	45449.41	53168.57000000001	41742.58	13133.19	14069.01	19061.48	11540.78	12214.08	15607.95	28331.17	13566.27	16188.59	28485.26	22804.390000000007	19860.85	12613.01	10079.73	37064.28	20134.33	8605.369999999999	
K03546	sbcC, rad50; DNA repair protein SbcC/Rad50	4862.83	136658.2	10334.88	47676.83	81861.54999999999	47820.7	14063.31	16036.83	51125.21	67108.63	14147.29	19228.28	14743.89	30419.84	11417.6	47910.77	32422.620000000006	9666.12	44718.05	16862.22	63312.19	32347.09	40449.91	12576.8	29165.119999999995	3523.5199999999995	122428.77	54328.64	50998.21	39116.14	39856.28000000001	28058.27	43075.8	14091.04	17795.55	24515.36	40715.609999999986	63174.46	35475.149999999994	4979.6	72039.06999999999	45829.12	10315.41	44682.88000000001	47823.27	42329.8	27342.62	10663.85	31362.45	49263.47	61198.96	41835.92	53924.29	66380.28	146855.44999999998	35647.25	19474.65	55334.64	12982.18	59145.7	33300.8	30198.930000000004	55271.58	19017.48	20654.36	43397.16	34076.8	13048.22	41140.37	58457.93	37905.14	49868.83	12935.83	36566.65	34694.07	36816.000000000015	26059.57	6465.1	2361.24	3697.4	5817.63	1635.4899999999998	9096.65	18445.980000000003	7055.78	8952.19	15198.22	9214.26	12733.1	2686.390000000001	5519.5999999999985	23933.87	9251.63	2872.13	
K03547	sbcD, mre11; DNA repair protein SbcD/Mre11	10802.83	168254.2	14019.21	53074.83	122758.22	56376.37	15284.64	80072.16	56458.54	67331.29999999999	62859.29	62730.61	47374.22	44110.51	17383.6	60080.44	48540.29000000001	29573.12	51526.38	30112.89	75581.86	36501.09	61909.58	17586.47	44213.79	4276.8499999999985	142033.77	98328.31	59519.54	49977.14	47083.28000000001	72006.27	68985.13	24442.71	77093.55	29565.03	48687.28	95310.79	50168.81999999999	5114.27	72250.06999999999	57730.12	34599.74	51090.88000000001	59366.94	55586.8	38366.62	21322.85	40649.78	52407.14	74234.63	45001.25	56045.96	68758.95000000001	154376.44999999998	40112.92	56114.98	74962.97	39307.51	60282.7	48715.47	41413.6	63265.58	26089.15	35386.689999999995	52512.49	43391.13	45966.22	57244.04	58765.26	45981.47	62315.16	37525.83	46171.98	41178.07	45369.67000000001	35030.24	7888.43	11150.910000000002	16705.07	8298.630000000001	10331.16	12220.320000000003	24939.98	8908.449999999999	12456.19	19517.89	10333.589999999998	17146.1	9392.39	7026.27	28244.2	11549.96	6159.799999999998	
K03548	perM; putative permease	45.0	0.0	1095.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K03549	kup; KUP system potassium uptake protein	158.0	110.0	2358.0	725.0	1266.0	222.0	959.0	4219.0	565.0	72.0	1155.0	3028.0	2057.0	1646.0	1064.0	201.0	516.0	3150.0	80.0	6817.0	305.0	1158.0	309.0	527.0	389.0	1167.0	288.0	4368.0	1516.0	6904.0	340.0	1574.0	585.0	2414.0	2352.0	372.0	4354.0	990.0	321.0	821.0	100.0	358.0	393.0	1120.0	162.0	62.0	283.0	1611.0	331.0	102.0	88.0	8623.0	211.0	49.0	5554.0	1443.0	2009.0	151.0	560.0	42.0	498.0	74.0	2005.0	131.0	1203.0	578.0	200.0	743.0	462.0	39.0	177.0	337.0	445.0	283.0	231.0	103.0	10533.0	262.0	377.0	391.0	36.0	253.0	76.0	65.0	151.0	37.0	216.0	51.0	96.0	297.0	125.0	149.0	65.0	77.0	
K03550	ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]	12245.03	229519.4	15574.91	65469.08	171107.12	86192.52	36616.94	80388.66	62386.79	110071.05	66509.29000000001	83402.86	51775.72	66108.66	32260.35	86604.73999999999	62539.89000000001	47277.87	70534.48000000001	57608.78999999999	118221.21	64016.79	69068.32999999999	22657.22	55869.24	19281.1	227563.52	127686.11	95763.74	72251.99	76092.98	93652.27	76987.73000000001	43189.71	77657.3	35542.03	65364.27999999999	134253.04	56936.02	6929.02	124647.32	90310.42	36322.64	52873.63000000001	80347.18999999999	74731.59999999999	46049.27	32748.1	49558.03	73827.14	98731.43	106572.75	90775.46	114684.7	155411.19999999998	40744.17	59448.88000000001	88331.92	40758.91	98915.7	59542.67	49950.65	67961.83	31324.85	50471.94	71763.09	56500.38	47388.82	61531.39	97482.51	60970.77	85220.36000000003	39329.38000000001	65969.73	61909.57	61708.07000000001	38906.24	12073.68	12194.01	17145.32	10795.78	10671.41	15832.62	32102.33	12244.6	16519.09	25103.09	11810.39	22785.35	10360.839999999998	9826.72	36967.45	13858.16	6932.2	
K03551	ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]	11082.03	169029.40000000002	14571.91	65517.08	123541.12	56679.52	29199.939999999995	80470.66	62405.79	67793.04999999999	64217.29	80303.86	50137.72	61825.66	31798.35	60642.74	50218.89000000001	46217.87	51962.48	55223.78999999999	76455.20999999999	52150.79	62811.33	18521.22	47472.24	19240.1	142958.52	99941.11	70081.73999999999	60669.99	47595.98	78219.27	70641.73000000001	43160.71	77876.3	30533.03	65121.27999999999	96418.04	51124.02	6664.02	72754.31999999999	58990.42000000001	35293.64	52906.63000000001	60052.19	56049.6	39053.27	32774.10000000001	41372.03	52881.14	75010.43000000001	106572.75	56823.46	69195.70000000001	155418.19999999998	40780.17	59312.88000000001	75812.92	40305.91	60691.7	49379.67	41862.65	67820.83	26409.85	43124.94	53866.09	44363.38	47062.82	58855.39	59103.51	46766.77	63729.36000000001	38323.38000000001	46849.73	41877.57	47017.07000000001	38924.24	10273.68	11939.01	17084.32	8509.779999999999	10578.41	12445.62	25463.33	10446.6	12752.09	19929.09	10481.39	17689.35	10073.839999999998	8155.72	29089.45	11763.16	6481.2	
K03552	hjr; holliday junction resolvase Hjr [EC:3.1.22.4]	0.0	10.0	2.0	312.0	58.0	0.0	18.0	76.0	142.0	68.0	52.0	116.0	0.0	0.0	0.0	4.0	16.0	0.0	12.0	14.0	142.0	0.0	44.0	86.0	12.0	0.0	214.0	8.0	0.0	0.0	6.0	84.0	50.0	0.0	116.0	140.0	0.0	280.0	40.0	0.0	90.0	42.0	0.0	44.0	0.0	4.0	14.0	68.0	0.0	50.0	0.0	62.0	8.0	40.0	88.0	14.0	6.0	0.0	18.0	50.0	0.0	0.0	36.0	0.0	22.0	0.0	38.0	4.0	54.0	62.0	0.0	0.0	40.0	4.0	4.0	0.0	2.0	8.0	2.0	18.0	8.0	44.0	4.0	0.0	0.0	8.0	12.0	2.0	42.0	14.0	0.0	0.0	0.0	6.0	
K03553	recA; recombination protein RecA	12337.03	229805.4	15855.91	65739.08	171414.12	86292.52	36770.94	81407.66	62700.79	110180.05	67641.29000000001	85279.86000000003	53407.72	66218.66	32279.35	86751.73999999999	62813.89000000001	47499.87	70689.48000000001	58034.78999999999	118589.21	64155.79	69368.32999999999	22907.22	56017.24	19301.1	227991.52	128276.11	96084.74	72477.99	76314.98	94875.27	77562.73000000001	43255.71	78542.3	35815.03	65374.27999999999	135247.04	57279.02	7002.02	124718.32	90533.42	36556.64	53121.63000000001	80591.18999999999	74857.59999999999	46297.27	32921.10000000001	49721.03	74036.14	98885.43	106682.75	90832.46	114745.7	155668.19999999998	40880.17	61581.88000000001	88441.92	41278.91	98963.7	59676.67	50023.65	68084.83	31407.85	50919.94	72181.09	56659.38	47789.82	61923.39	97558.51	61064.77	85383.36000000003	39549.38000000001	66054.73	62068.57	61830.07000000001	39022.24	12103.68	12345.01	17406.32	10821.78	10862.41	15851.62	32148.33	12281.6	16571.09	25290.09	11816.39	22894.35	10540.839999999998	9852.72	37100.45	13869.16	6963.2	
K03554	rdgC; recombination associated protein RdgC	45.0	0.0	1095.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K03555	mutS; DNA mismatch repair protein MutS	11168.03	169039.40000000002	14689.91	65572.08	124078.12	56773.52	29193.939999999995	80508.66	62420.79	67826.04999999999	64387.29	80189.86	50493.72	61865.66	31626.35	60659.74	50379.89000000001	46223.87	51988.48	55306.78999999999	76503.20999999999	52159.79	62966.33	18730.22	47547.24	19236.1	142997.52	100428.11	70102.73999999999	60690.99	47653.98	78227.27	70840.73000000001	43139.71	78005.3	30551.03	65121.27999999999	96426.04	51256.02	6659.02	72804.31999999999	59031.42000000001	35415.64	52948.63000000001	60056.19	56088.6	39173.27	32859.10000000001	41403.03	52928.14	75074.43000000001	106702.75	56831.46	69207.70000000001	155443.19999999998	40805.17	60038.88000000001	75870.92	40768.91	60701.7	49501.67	41889.65	67854.83	26461.85	43322.94	53896.09	44407.38	47517.82	58948.39	59122.51	46766.77	63775.36000000001	38560.38000000001	46901.73	41929.57	47038.07000000001	38945.24	10281.68	11940.01	17104.32	8524.779999999999	10591.41	12484.62	25480.33	10466.6	12759.09	19957.09	10516.39	17728.35	10073.839999999998	8174.72	29186.45	11785.16	6491.2	
K03556	malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein	608.5	1953.33	2292.0	1881.33	3992.67	851.1700000000002	191.84	3424.0	956.67	138.82999999999998	1795.17	65.16	1612.83	1142.5	12.5	1510.5	3553.83	273.67	1905.83	555.17	3404.33	800.0	2883.5	306.17	2223.5	0.0	7927.33	3299.0	2023.17	6161.5	2411.33	139.67000000000002	6013.17	131.0	1628.0	100.83	677.0	123.17	3313.34	350.0	184.67	3857.5	2254.5	1534.83	639.3399999999998	1736.0	2817.84	1886.5	957.0	2928.0	897.6600000000002	9142.84	134.17000000000002	162.0	6251.0	1485.5	4741.17	1343.67	2912.17	1111.0	1799.83	334.3300000000001	2191.5	397.84	322.5	2420.0	3734.33	3120.17	5427.66	89.83	856.5	1062.16	2492.5	1148.34	3003.84	1125.83	6556.0	192.17	137.67000000000002	217.16	205.0	148.67000000000004	310.33	558.84	338.17	454.5	330.17	263.0	523.5	91.5	175.0	768.8299999999998	234.17	295.17	
K03557	fis; Fis family transcriptional regulator, factor for inversion stimulation protein	94.0	0.0	2055.0	600.0	250.0	19.0	47.0	3303.0	365.0	34.0	64.0	51.0	229.0	66.0	4.0	21.0	39.0	16.0	3.0	46.0	4.0	12.0	56.0	150.0	27.0	0.0	0.0	158.0	115.0	5095.0	11.0	47.0	79.0	96.0	1530.0	74.0	673.0	44.0	72.0	338.0	48.0	9.0	62.0	959.0	50.0	9.0	25.0	1601.0	190.0	8.0	4.0	8614.0	17.0	12.0	5412.0	1269.0	964.0	65.0	270.0	26.0	281.0	9.0	1886.0	49.0	222.0	352.0	4.0	212.0	48.0	19.0	165.0	40.0	125.0	122.0	6.0	10.0	6461.0	12.0	6.0	47.0	7.0	0.0	11.0	5.0	14.0	7.0	14.0	11.0	27.0	40.0	6.0	41.0	0.0	24.0	
K03558	cvpA; membrane protein required for colicin V production	7333.0	143504.92	8623.58	40278.0	87107.68	51034.93	19229.22	3658.38	46424.29	63127.0	49420.9	17749.71	31265.01	22257.84	11907.9	52690.02	35610.610000000015	15146.67	46029.97	28049.02	66990.36	37248.39	51647.41	5292.0	35265.039999999986	10217.19	122320.74	63104.01	54757.38000000001	37977.66	40783.6	23192.76	44301.83	18301.14	3327.0	8153.8600000000015	8669.31	56667.81	36321.81	1687.5	68161.0	52746.72	16964.809999999998	40368.0	50555.23	45835.95	29167.88	3500.0	34026.95	46347.77	64008.55	15421.0	47249.5	62140.0	130655.0	30231.0	25646.08	62068.27	16044.91	54474.0	36263.47	33306.5	48711.0	19071.84	13016.46	43816.01	34432.47	26203.65	39646.41	55484.0	37683.74000000001	51121.12	19333.93	38841.01	33435.18	37672.85	8682.0	6561.01	4937.34	7605.99	5132.03	1898.07	10119.62	22017.24	6959.76	8923.09	14423.750000000002	3770.06	13755.6	3765.17	5860.21	22019.04	6807.66	4031.86	
K03559	exbD; biopolymer transport protein ExbD	17649.8	182271.62	19020.9	62673.25	222946.66	70440.66	26103.04	259617.2	68145.86	64352.43	122576.5	180481.28	86473.03	34778.869999999995	20399.65	74349.8	66068.39000000001	80741.92	59306.69	73211.2	79280.59	41725.89	80337.34	26549.43	51423.87	14658.76	143973.89	183795.79	63224.1	50691.41	54138.4	196477.76	124460.45	42851.82	240287.75	29852.54	14410.49	186451.38000000003	78391.89000000001	2649.9300000000007	69349.25	64174.32	81991.53	66214.75	72118.56	63633.55	51134.33	46756.25	48800.72	57256.35	81930.13	52327.82	55744.68	71817.43	161154.75	48163.93	119686.5	95897.84	91031.93	59142.0	69130.55	53311.33	80961.25	32387.02	64532.53	62663.13	59553.34	93586.75	77379.04000000001	56952.57	55618.36	72574.64	84927.08	54782.48	54385.88000000001	49874.13000000001	45997.68	9466.679999999997	29032.52	43840.82	12057.68	32806.2	13238.7	30565.69	10689.59	16961.690000000002	18733.23	5489.38	23790.35	23828.72	8087.84	30866.71	10065.18	10470.94	
K03560	tolR; biopolymer transport protein TolR	4960.0	2133.0	4198.0	556.0	12470.0	2765.0	467.0	3304.0	359.0	1.0	40320.0	883.0	23829.0	1541.0	538.0	2568.0	6424.0	706.0	2746.0	2709.0	5129.0	1138.0	3989.0	76.0	3112.0	101.0	9246.0	21628.0	2853.0	7492.0	3089.0	240.0	8376.0	96.0	1535.0	82.0	685.0	135.0	4772.0	355.0	0.0	6099.0	11961.0	943.0	828.0	4294.0	4470.0	1555.0	1187.0	3327.0	1167.0	8484.0	30.0	0.0	5395.0	1252.0	23606.0	591.0	13316.0	35.0	2195.0	590.0	1876.0	1417.0	71.0	2282.0	4877.0	24831.0	6500.0	0.0	840.0	1507.0	11925.0	1908.0	3214.0	1918.0	6473.0	449.0	3808.0	5429.0	402.0	1585.0	656.0	945.0	599.0	799.0	553.0	375.0	660.0	2229.0	305.0	769.0	817.0	2358.0	
K03561	exbB; biopolymer transport protein ExbB	23595.87	500471.11	26727.91	142001.5	418841.27	193495.05	68087.76	260245.79	160224.69	232870.18	142057.83	218707.95	103735.11	91357.1	50135.87	193725.82	130498.93	112878.84	161204.16	128168.79	236899.56	122027.35	165396.86000000002	41116.18	116120.3	30402.06	444421.88	295704.8	186321.55	124256.96	154756.21	257481.95	196468.28	88717.1	243363.5	51177.26	40133.73	337634.58	140905.06	5757.18	257622.5	182579.75	92797.55	144956.5	183794.4	157898.93	102361.17	50506.5	114320.85	163328.69	220173.68	60493.32	184097.18	241592.18	411650.5	106044.18	124519.29	214952.93	97972.7	206249.0	138036.59	118675.87	174781.5	68268.5	101606.03	157229.07	129218.63	98078.4	136885.91	206304.82	138047.89	183949.33	99582.19	141783.67	133877.06	130650.84	51364.68	22632.73	31423.150000000005	46457.85	22574.17	33515.66	32364.820000000003	72025.39	23880.1	34653.92	47139.34	12468.65	51047.63000000001	26762.0	19401.590000000004	73448.57	22182.2	14129.23	
K03562	tolQ; biopolymer transport protein TolQ	4712.0	1267.0	4152.0	556.0	11052.0	2479.0	410.0	3304.0	359.0	1.0	39744.0	883.0	23377.0	1083.0	534.0	1987.0	5065.0	593.0	1850.0	2481.0	3501.0	770.0	2878.0	76.0	2170.0	101.0	5403.0	20382.0	1941.0	7036.0	2159.0	240.0	5948.0	96.0	1535.0	82.0	684.0	135.0	3345.0	349.0	0.0	4238.0	11068.0	943.0	632.0	3532.0	3377.0	1555.0	951.0	1933.0	817.0	8484.0	30.0	0.0	5395.0	1252.0	22507.0	425.0	12194.0	35.0	1693.0	510.0	1876.0	1337.0	71.0	1576.0	3074.0	23634.0	4350.0	0.0	618.0	1170.0	11072.0	1573.0	1966.0	1450.0	6473.0	372.0	3786.0	5413.0	323.0	1567.0	540.0	690.0	460.0	603.0	414.0	277.0	467.0	2220.0	237.0	472.0	732.0	2234.0	
K03563	csrA; carbon storage regulator	1025.53	1634.48	3811.0	15457.83	2191.77	565.6700000000002	2391.06	4025.78	7861.42	1750.63	1944.81	7445.73	3958.88	20316.15	6656.95	907.3	3008.11	4556.2	773.1800000000002	4764.51	3058.51	7899.9	1449.5	2157.13	4938.530000000002	2686.58	3585.03	8166.43	7982.450000000002	15971.33	2276.88	3331.9300000000007	2914.07	4993.73	2393.55	1981.5	42134.63	2625.23	1911.04	3833.35	2002.57	1987.7	2461.5	3384.38	1282.04	1764.15	2098.14	14690.85	2035.5	1760.7	1889.71	73027.25	4142.96	1512.61	9646.95	2871.75	4952.969999999998	2693.07	4256.67	2323.2	1536.03	1411.73	8360.24	1131.34	5809.65	2985.75	2391.33	4767.17	3858.56	1023.93	1779.2	3701.91	2724.7	2020.64	2083.89	3063.05	7965.24	1965.51	1125.25	995.41	1542.5	727.1700000000002	1628.33	1534.84	1903.42	1831.5	4231.67	6219.0	1147.5	1236.42	1232.01	4361.33	4252.17	1172.67	
K03564	BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]	8449.0	145776.42	11136.58	56744.75	88945.18	51648.68	25681.72	13819.88	54936.54	65592.75	52518.15	31670.96	37299.01	54557.34	24259.4	53824.77	39805.610000000015	24694.17	46627.97	38299.27	68935.36	42538.89	53373.16	11696.75	41771.539999999986	15509.69	122973.49	70840.01	60063.13000000001	51683.66	42939.6	30683.51	47246.83	32605.64	15861.75	23816.86	55662.31	60998.81	38685.81	2638.0	70703.25	53158.72	19089.81	43675.25	52923.98	48819.45	31286.63	20425.25	36955.7	47533.77	67721.04999999999	107006.5	51683.0	64382.25	137493.25	32868.75	32805.08	66166.51999999999	21039.41	56111.0	39447.97	36296.25	55782.75	21767.34	27021.46	47021.01	35383.72	32011.65	43022.66	56928.75	39534.74000000001	56676.12	21640.68	41969.26	35302.18	40309.35	27053.0	9226.51	6530.59	8881.74	6673.78	2914.07	11623.62	23299.49	9281.51	10594.59	18697.25	9935.06	14864.85	5361.92	7345.21	26230.29	10944.66	5236.3600000000015	
K03565	recX; regulatory protein	9128.03	160940.40000000002	13121.58	59176.08	91431.45	52318.85	28427.61	16309.33	56566.46	67039.38	55089.54	39756.03	41249.89	59982.24	30807.1	55649.32	43666.220000000016	30236.120000000006	48578.15	45417.37	72717.79000000001	51270.79	56562.66	12625.55	43696.82	19023.02	135702.52	73624.44	67791.66	57995.74	44183.98	34246.020000000004	51347.4	38735.54	18406.3	24920.36	64738.10999999999	63128.46	41490.35	6579.6	72080.31999999999	55574.42000000001	20851.31	46089.63000000001	54743.02	51137.1	34277.27	21500.1	37916.7	49813.47	70487.26000000001	102496.42	54356.79	66253.03	147144.69999999998	35828.5	37461.55	67829.59	22786.58	59186.7	40690.0	36406.98	59312.83	22641.18	29010.36	48649.76	37286.05	33737.82	52330.22	58449.18	42455.44	57688.03000000001	23933.38	42192.4	35898.57	43614.9	29837.57	9909.6	6849.09	9317.65	6828.78	3140.99	11788.95	23635.33	9746.93	10794.09	18832.42	10079.06	15225.35	5608.340000000001	7755.3	26925.12	11101.83	5373.53	
K03566	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator	107.0	0.0	3461.0	556.0	573.0	33.0	54.0	3303.0	359.0	1.0	72.0	55.0	411.0	117.0	3.0	60.0	0.0	13.0	0.0	64.0	4.0	7.0	39.0	55.0	3.0	0.0	0.0	290.0	241.0	15269.0	33.0	15.0	54.0	96.0	1530.0	93.0	2011.0	33.0	63.0	388.0	0.0	0.0	72.0	943.0	50.0	0.0	12.0	1555.0	251.0	0.0	4.0	14335.0	6.0	0.0	5395.0	1258.0	817.0	123.0	68.0	16.0	339.0	27.0	1861.0	55.0	29.0	476.0	0.0	102.0	84.0	0.0	173.0	74.0	110.0	150.0	18.0	10.0	6474.0	24.0	9.0	41.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	114.0	3.0	0.0	0.0	54.0	
K03567	gcvR; glycine cleavage system transcriptional repressor	4647.0	1267.0	3240.0	556.0	11052.0	2479.0	385.0	3303.0	359.0	1.0	39711.0	703.0	23307.0	941.0	477.0	1987.0	5049.0	427.0	1850.0	2434.0	3501.0	770.0	2878.0	47.0	2145.0	30.0	5403.0	20375.0	1877.0	6838.0	2159.0	148.0	5943.0	96.0	1535.0	9.0	677.0	67.0	3345.0	349.0	0.0	4238.0	11068.0	943.0	632.0	3532.0	3377.0	1555.0	951.0	1933.0	817.0	2667.0	27.0	0.0	5394.0	1246.0	22420.0	425.0	12194.0	35.0	1687.0	510.0	1861.0	1337.0	9.0	1452.0	3074.0	23634.0	4347.0	0.0	618.0	1159.0	11072.0	1573.0	1966.0	1430.0	6448.0	353.0	3777.0	5406.0	323.0	1551.0	540.0	690.0	447.0	603.0	414.0	277.0	467.0	2215.0	219.0	472.0	732.0	2229.0	
K03568	tldD; TldD protein	6681.2	114111.33	5965.32	41713.0	80201.51999999999	46513.15	10595.3	12266.75	47233.25	63585.0	45772.25	8619.25	28909.25	14678.4	4765.5	43197.8	22596.97	7555.25	39657.85	20069.28	52559.6	23214.32	28952.38	9045.5	20169.45	776.0	97825.88	59459.55	40576.2	30018.6	34382.07	22071.5	28037.1	5884.0	13681.75	21855.0	4801.38	57620.75	23056.58	1214.0	68585.0	39501.05	14093.9	41012.75	40825.5	34437.3	19523.9	7046.75	22833.75	41973.5	50583.43	30304.75	47627.25	62661.25	133343.25	30865.25	25831.4	41685.2	14010.78	54897.5	22989.7	23636.18	49339.25	13592.7	14542.5	34511.1	26130.5	24609.85	22681.6	55796.0	30594.05	39588.2	15433.3	30814.38	28714.5	28873.77	24102.5	4617.0	4563.22	7432.75	3874.78	1970.75	6965.42	14783.6	4903.15	6527.65	9998.320000000003	2555.1800000000007	10094.5	3352.83	4014.57	17393.0	4968.7	3481.9	
