"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"1871","indole-3-acetate inactivation IV","Indole-3-acetate Inactivation (11 instances)",NA,NA,NA,NA,NA,NA
"1872","indole-3-acetate inactivation IX","Indole-3-acetate Inactivation (11 instances)",NA,NA,NA,NA,NA,NA
"1873","indole-3-acetate inactivation V","Indole-3-acetate Inactivation (11 instances)",NA,NA,NA,NA,NA,NA
"1874","indole-3-acetate inactivation VI","Indole-3-acetate Inactivation (11 instances)",NA,NA,NA,NA,NA,NA
"1875","indole-3-acetate inactivation VII","Indole-3-acetate Inactivation (11 instances)",NA,NA,NA,NA,NA,NA
"1876","indole-3-acetate inactivation VIII","Indole-3-acetate Inactivation (11 instances)","Indole-3-acetate Inactivation (11 instances)",NA,NA,NA,NA,NA
"1877","Indole Alkaloid Biosynthesis (11 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"1878","indole degradation to anthranil and anthranilate","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"1879","indole glucosinolate activation (herbivore attack)","Glucosinolate Activation (4 instances)","Glucosinolate Activation (4 instances)",NA,NA,NA,NA,NA
"1880","indole glucosinolate activation (intact plant cell)","Glucosinolate Activation (4 instances)","Glucosinolate Activation (4 instances)",NA,NA,NA,NA,NA
"1881","Indole Phytoalexin Biosynthesis (1 instances)","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"1882","indolmycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"1883","Inorganic Nutrient Metabolism (142 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1884","Inosine-5'-phosphate Biosynthesis (3 instances)","Purine Riboucleotide De Novo Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"1885","inosine-5'-phosphate biosynthesis I","Inosine-5'-phosphate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"1886","inosine-5'-phosphate biosynthesis II","Inosine-5'-phosphate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"1887","inosine-5'-phosphate biosynthesis III","Inosine-5'-phosphate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"1888","inosine 5'-phosphate degradation","Purine Nucleotide Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1889","inositol diphosphates biosynthesis","Cyclitol Biosynthesis (19 instances)",NA,NA,NA,NA,NA,NA
"1890","Insecticide Biosynthesis (4 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1891","Interconversions (22 instances)","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA,NA,NA
"1892","iota-carrageenan degradation","Carrageenan Degradation (3 instances)","Carrageenan Degradation (3 instances)",NA,NA,NA,NA,NA
"1893","ipsdienol biosynthesis","Hormone Biosynthesis (68 instances)","Monoterpenoid Biosynthesis (24 instances)",NA,NA,NA,NA,NA
"1894","Iron Metabolism (2 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1895","iron reduction and absorption","Iron Metabolism (2 instances)",NA,NA,NA,NA,NA,NA
"1896","isethionate degradation","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"1897","Iso-bile Acid Biosynthesis (2 instances)","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"1898","iso-bile acids biosynthesis I","Iso-bile Acid Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"1899","iso-bile acids biosynthesis II","Iso-bile Acid Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"1900","Isoflavonoid Biosynthesis (31 instances)","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"1901","isoflavonoid biosynthesis I","Isoflavonoid Biosynthesis (31 instances)","Isoflavonoid Phytoalexin Biosynthesis (17 instances)",NA,NA,NA,NA,NA
"1902","isoflavonoid biosynthesis II","Isoflavonoid Biosynthesis (31 instances)","Isoflavonoid Phytoalexin Biosynthesis (17 instances)",NA,NA,NA,NA,NA
"1903","Isoflavonoid Phytoalexin Biosynthesis (17 instances)","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"1904","isoniazid activation","Activation (13 instances)",NA,NA,NA,NA,NA,NA
"1905","isopenicillin N biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"1906","Isopentenyl Diphosphate Biosynthesis (6 instances)","Hemiterpene Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1907","isopimaric acid biosynthesis","Resin Acid Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"1908","isoprene biosynthesis I","Hemiterpene Biosynthesis (10 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"1909","isoprene biosynthesis II (engineered)","Hemiterpene Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1910","isoprene degradation","Alkene Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"1911","isopropanol biosynthesis (engineered)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"1912","isopropylamine degradation","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"1913","Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis (14 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"1914","Isorenieratene Biosynthesis (2 instances)","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"1915","isorenieratene biosynthesis I (actinobacteria)","Isorenieratene Biosynthesis (2 instances)","Isorenieratene Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"1916","isorenieratene biosynthesis II (Chlorobiaceae)","Isorenieratene Biosynthesis (2 instances)","Isorenieratene Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"1917","isovitexin glycosides biosynthesis","Flavone Biosynthesis (15 instances)",NA,NA,NA,NA,NA,NA
"1918","Itaconate Biosynthesis (2 instances)","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"1919","itaconate biosynthesis I","Itaconate Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"1920","itaconate biosynthesis II","Itaconate Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"1921","itaconate degradation","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"1922","jadomycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"1923","Jasmonate Biosynthesis (3 instances)","Plant Hormone Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"1924","jasmonic acid biosynthesis","Fatty Acid Derivative Biosynthesis (7 instances)","Jasmonate Biosynthesis (3 instances)",NA,NA,NA,NA,NA
"1925","jasmonoyl-amino acid conjugates biosynthesis I","Jasmonate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"1926","jasmonoyl-amino acid conjugates biosynthesis II","Jasmonate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"1927","jasmonoyl-L-isoleucine inactivation","Inactivation (19 instances)",NA,NA,NA,NA,NA,NA
"1928","jellyfish bioluminescence","Bioluminescence (7 instances)",NA,NA,NA,NA,NA,NA
"1929","juglone biosynthesis","Quinone Secondary Metabolite Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1930","juglone degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"1931","juniperonate biosynthesis","Polyunsaturated Fatty Acid Biosynthesis (29 instances)",NA,NA,NA,NA,NA,NA
"1932","justicidin B biosynthesis","Lignan Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"1933","juvenile hormone III biosynthesis (2 instances)","Hormone Biosynthesis (68 instances)","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA
"1934","juvenile hormone III biosynthesis I","Hormone Biosynthesis (68 instances)","juvenile hormone III biosynthesis (2 instances)","juvenile hormone III biosynthesis (2 instances)",NA,NA,NA,NA
"1935","juvenile hormone III biosynthesis II","Hormone Biosynthesis (68 instances)","juvenile hormone III biosynthesis (2 instances)","juvenile hormone III biosynthesis (2 instances)",NA,NA,NA,NA
"1936","K-252 biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"1937","kaempferide triglycoside biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"1938","kaempferol diglycoside biosynthesis (pollen-specific)","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"1939","kaempferol gentiobioside biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"1940","kaempferol glycoside biosynthesis (Arabidopsis)","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"1941","kaempferol triglucoside biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"1942","kainate biosynthesis","Pyrrolidine, Piperidine and Pyridine Alkaloid Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"1943","kanamycin biosynthesis","Antibiotic Biosynthesis (123 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"1944","Kanosamine Biosynthesis (2 instances)","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA
"1945","kanosamine biosynthesis I","Kanosamine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"1946","kanosamine biosynthesis II","Kanosamine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"1947","kappa-carrageenan degradation","Carrageenan Degradation (3 instances)","Carrageenan Degradation (3 instances)",NA,NA,NA,NA,NA
"1948","kauralexin biosynthesis","Diterpenoid Biosynthesis (44 instances)","Superpathways (382 instances)","Terpenoid Phytoalexin Biosynthesis (10 instances)",NA,NA,NA,NA
"1949","kavain biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"1950","Kdo Transfer to Lipid IVA (8 instances)","Lipopolysaccharide Biosynthesis (68 instances)",NA,NA,NA,NA,NA,NA
"1951","Kdo transfer to lipid IVA (Brucella)","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1952","Kdo transfer to lipid IVA (Chlamydia)","Kdo Transfer to Lipid IVA (8 instances)","Kdo Transfer to Lipid IVA (8 instances)","Superpathways (382 instances)",NA,NA,NA,NA
"1953","Kdo transfer to lipid IVA (E. coli)","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1954","Kdo transfer to lipid IVA (generic)","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1955","Kdo transfer to lipid IVA (Haemophilus)","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1956","Kdo transfer to lipid IVA (P. gingivalis)","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1957","Kdo transfer to lipid IVA (P. putida)","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1958","Kdo8N transfer to lipid IVA","Kdo Transfer to Lipid IVA (8 instances)",NA,NA,NA,NA,NA,NA
"1959","ketogenesis","Other (5 instances)",NA,NA,NA,NA,NA,NA
"1960","ketogluconate metabolism","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)","Superpathways (382 instances)",NA,NA,NA,NA
"1961","ketolysis","Acetyl-CoA Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"1962","kievitone biosynthesis","Isoflavonoid Biosynthesis (31 instances)","Isoflavonoid Phytoalexin Biosynthesis (17 instances)",NA,NA,NA,NA,NA
"1963","kievitone detoxification","Phytoalexin Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"1964","kojibiose degradation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1965","L-alanine Biosynthesis (4 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"1966","L-alanine biosynthesis I","L-alanine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"1967","L-alanine biosynthesis II","L-alanine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"1968","L-alanine biosynthesis III","L-alanine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"1969","L-alanine Degradation (6 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"1970","L-alanine degradation I","L-alanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"1971","L-alanine degradation II (to D-lactate)","L-alanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"1972","L-alanine degradation III","L-alanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"1973","L-alanine degradation IV","L-alanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"1974","L-alanine degradation V (oxidative Stickland reaction)","L-alanine Degradation (6 instances)","Stickland Fermentation (Oxidative Branch) (5 instances)",NA,NA,NA,NA,NA
"1975","L-alanine degradation VI (reductive Stickland reaction)","Fermentation to Propanoate (7 instances)","L-alanine Degradation (6 instances)","Stickland Fermentation (Reductive Branch) (9 instances)","Superpathways (382 instances)",NA,NA,NA
"1976","L-arabinan degradation","Glycan Degradation (11 instances)","Glycan Degradation (11 instances)","Glycan Degradation (11 instances)",NA,NA,NA,NA
"1977","L-arabinose Degradation (4 instances)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1978","L-arabinose degradation I","L-arabinose Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"1979","L-arabinose degradation II","L-arabinose Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"1980","L-arabinose degradation III","L-arabinose Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"1981","L-arabinose degradation IV","L-arabinose Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"1982","L-arginine Biosynthesis (4 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"1983","L-arginine biosynthesis I (via L-ornithine)","L-arginine Biosynthesis (4 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"1984","L-arginine biosynthesis II (acetyl cycle)","L-arginine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"1985","L-arginine biosynthesis III (via N-acetyl-L-citrulline)","L-arginine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"1986","L-arginine biosynthesis IV (archaea)","L-arginine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"1987","L-arginine Degradation (16 instances)","Proteinogenic Amino Acid Degradation (113 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA
"1988","L-arginine degradation I (arginase pathway)","L-arginine Degradation (16 instances)","L-glutamate Biosynthesis (7 instances)",NA,NA,NA,NA,NA
"1989","L-arginine degradation II (AST pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1990","L-arginine degradation III (arginine decarboxylase/agmatinase pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1991","L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1992","L-arginine degradation IX (arginine:pyruvate transaminase pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1993","L-arginine degradation V (arginine deiminase pathway)","L-arginine Degradation (16 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"1994","L-arginine degradation VI (arginase 2 pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1995","L-arginine degradation VII (arginase 3 pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1996","L-arginine degradation VIII (arginine oxidase pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1997","L-arginine degradation X (arginine monooxygenase pathway)","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1998","L-arginine degradation XI","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"1999","L-arginine degradation XII","L-arginine Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"2000","L-arginine degradation XIII (reductive Stickland reaction)","L-arginine Degradation (16 instances)","Stickland Fermentation (Reductive Branch) (9 instances)",NA,NA,NA,NA,NA
"2001","L-arginine degradation XIV (oxidative Stickland reaction)","L-arginine Degradation (16 instances)","Stickland Fermentation (Oxidative Branch) (5 instances)",NA,NA,NA,NA,NA
"2002","L-ascorbate biosynthesis I (plants, L-galactose pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2003","L-ascorbate biosynthesis II (plants, L-gulose pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2004","L-ascorbate biosynthesis III (D-sorbitol pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2005","L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2006","L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2007","L-ascorbate biosynthesis VI (plants, myo-inositol pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2008","L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2009","L-ascorbate biosynthesis VIII (engineered pathway)","Ascorbate Biosynthesis (8 instances)","Ascorbate Biosynthesis (8 instances)",NA,NA,NA,NA,NA
"2010","L-Ascorbate Degradation (5 instances)","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2011","L-ascorbate degradation I (bacterial, anaerobic)","L-Ascorbate Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2012","L-ascorbate degradation II (bacterial, aerobic)","L-Ascorbate Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2013","L-ascorbate degradation III","L-Ascorbate Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2014","L-ascorbate degradation IV","L-Ascorbate Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2015","L-ascorbate degradation V","L-Ascorbate Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2016","L-asparagine Biosynthesis (4 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2017","L-asparagine biosynthesis I","L-asparagine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"2018","L-asparagine biosynthesis II","L-asparagine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"2019","L-asparagine biosynthesis III (tRNA-dependent)","Aminoacyl-tRNA Charging (4 instances)","L-asparagine Biosynthesis (4 instances)",NA,NA,NA,NA,NA
"2020","L-asparagine Degradation (3 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2021","L-asparagine degradation I","L-asparagine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2022","L-asparagine degradation II","L-asparagine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2023","L-asparagine degradation III (mammalian)","L-asparagine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2024","L-aspartate biosynthesis","L-aspartate Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA
"2025","L-aspartate Biosynthesis (1 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2026","L-aspartate Degradation (2 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2027","L-aspartate degradation I","L-aspartate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2028","L-aspartate degradation II (aerobic)","L-aspartate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2029","L-aspartate degradation II (anaerobic)",NA,NA,NA,NA,NA,NA,NA
"2030","L-carnitine biosynthesis","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"2031","L-Carnitine Degradation (3 instances)","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"2032","L-carnitine degradation I","L-Carnitine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2033","L-carnitine degradation II","L-Carnitine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2034","L-carnitine degradation III","L-Carnitine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2035","L-carnitine respiration","Anaerobic Respiration (40 instances)",NA,NA,NA,NA,NA,NA
"2036","L-citrulline biosynthesis","L-citrulline Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"2037","L-citrulline Biosynthesis (3 instances)","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"2038","L-citrulline degradation","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"2039","L-cysteine Biosynthesis (10 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2040","L-cysteine biosynthesis I","L-cysteine Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"2041","L-cysteine biosynthesis II (tRNA-dependent)","Aminoacyl-tRNA Charging (4 instances)","L-cysteine Biosynthesis (10 instances)",NA,NA,NA,NA,NA
"2042","L-cysteine biosynthesis III (from L-homocysteine)","L-cysteine Biosynthesis (10 instances)","L-homocysteine Degradation (1 instances)",NA,NA,NA,NA,NA
"2043","L-cysteine biosynthesis IX (Trichomonas vaginalis)","L-cysteine Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"2044","L-cysteine biosynthesis V (mycobacteria)","L-cysteine Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"2045","L-cysteine biosynthesis VI (from L-methionine)","L-cysteine Biosynthesis (10 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2046","L-cysteine biosynthesis VII (from S-sulfo-L-cysteine)","L-cysteine Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"2047","L-cysteine biosynthesis VIII (Thermococcus kodakarensis)","L-cysteine Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"2048","L-cysteine Degradation (3 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2049","L-cysteine degradation I","L-cysteine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2050","L-cysteine degradation II","L-cysteine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2051","L-cysteine degradation III","Hydrogen Sulfide Biosynthesis (2 instances)","L-cysteine Degradation (3 instances)",NA,NA,NA,NA,NA
"2052","L-dopa-Degradation (2 instances)","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"2053","L-dopa and L-dopachrome biosynthesis","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"2054","L-dopa degradation I (mammalian)","L-dopa-Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2055","L-dopa degradation II (bacterial)","L-dopa-Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2056","L-fucose degradation","Sugar Degradation (77 instances)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA
"2057","L-galactonate degradation","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"2058","L-galactose degradation","Galactose Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2059","L-glucose degradation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"2060","L-glutamate and L-glutamine biosynthesis","L-glutamate Biosynthesis (7 instances)","L-glutamine Biosynthesis (2 instances)","Metabolic Clusters (69 instances)","Superpathways (382 instances)",NA,NA,NA
"2061","L-glutamate Biosynthesis (7 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2062","L-glutamate biosynthesis I","L-glutamate Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2063","L-glutamate biosynthesis II","L-glutamate Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2064","L-glutamate biosynthesis III","L-glutamate Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2065","L-glutamate biosynthesis IV","L-glutamate Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2066","L-glutamate biosynthesis V","L-glutamate Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2067","L-glutamate Degradation (10 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2068","L-glutamate degradation I","L-glutamate Degradation (10 instances)",NA,NA,NA,NA,NA,NA
"2069","L-glutamate degradation II","L-glutamate Degradation (10 instances)",NA,NA,NA,NA,NA,NA
"2070","L-glutamate degradation IX (via 4-aminobutanoate)","Acid Resistance (4 instances)","L-glutamate Degradation (10 instances)",NA,NA,NA,NA,NA
"2071","L-glutamate degradation V (via hydroxyglutarate)","Fermentation to Acetate (21 instances)","Fermentation to Acetate (21 instances)","Fermentation to Butanoate (8 instances)","L-glutamate Degradation (10 instances)",NA,NA,NA
"2072","L-glutamate degradation VI (to pyruvate)","L-glutamate Degradation (10 instances)",NA,NA,NA,NA,NA,NA
"2073","L-glutamate degradation VII (to butanoate)","Fermentation to Butanoate (8 instances)","L-glutamate Degradation (10 instances)","Superpathways (382 instances)",NA,NA,NA,NA
"2074","L-glutamate degradation VIII (to propanoate)","Fermentation to Propanoate (7 instances)","L-glutamate Degradation (10 instances)","Superpathways (382 instances)",NA,NA,NA,NA
"2075","L-glutamate degradation X","L-glutamate Degradation (10 instances)",NA,NA,NA,NA,NA,NA
"2076","L-glutamate degradation XI (reductive Stickland reaction)","Fermentation to Butanoate (8 instances)","L-glutamate Degradation (10 instances)","Stickland Fermentation (Reductive Branch) (9 instances)",NA,NA,NA,NA
"2077","L-glutamine Biosynthesis (2 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2078","L-glutamine biosynthesis I","Ammonia Assimilation (5 instances)","L-glutamine Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"2079","L-glutamine Degradation (2 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2080","L-glutamine degradation I","L-glutamine Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2081","L-glutamine degradation II","L-glutamine Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2082","L-gulonate degradation","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"2083","L-histidine biosynthesis","L-histidine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"2084","L-histidine Biosynthesis (2 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2085","L-histidine Degradation (6 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2086","L-histidine degradation I","L-histidine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2087","L-histidine degradation II","L-histidine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2088","L-histidine degradation III","L-histidine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2089","L-histidine degradation IV","L-histidine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
