feature,Enzyme_name,Description,Pathway_ID,Pathway_Name,L2 (Superpathway)
K03787,surE,5'-nucleotidase [EC:3.1.3.5],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K03787,surE,5'-nucleotidase [EC:3.1.3.5],ko00760,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins
K03788,aphA,acid phosphatase (class B) [EC:3.1.3.2],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K03788,aphA,acid phosphatase (class B) [EC:3.1.3.2],ko00740,Riboflavin metabolism,Metabolism of Cofactors and Vitamins
K03794,sirB,sirohydrochlorin ferrochelatase [EC:4.99.1.4],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K03795,cbiX,sirohydrochlorin cobaltochelatase [EC:4.99.1.3],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K03800,lplA,lipoate-protein ligase A [EC:2.7.7.63],ko00785,Lipoic acid metabolism,Metabolism of Cofactors and Vitamins
K03801,lipB,lipoyl(octanoyl) transferase [EC:2.3.1.181],ko00785,Lipoic acid metabolism,Metabolism of Cofactors and Vitamins
K03814,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-],ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
K03815,xapA,xanthosine phosphorylase [EC:2.4.2.-],ko00230,Purine metabolism,Nucleotide Metabolism
K03816,xpt,xanthine phosphoribosyltransferase [EC:2.4.2.22],ko00230,Purine metabolism,Nucleotide Metabolism
K03821,"phbC, phaC",polyhydroxyalkanoate synthase [EC:2.3.1.-],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K03823,pat,phosphinothricin acetyltransferase [EC:2.3.1.183],ko00440,Phosphonate and phosphinate metabolism,Metabolism of Other Amino Acids
K03831,mogA,molybdopterin adenylyltransferase [EC:2.7.7.75],ko04122,Sulfur relay system,"Folding, Sorting and Degradation"
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko00680,Methane metabolism,Energy Metabolism
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko00710,Carbon fixation in photosynthetic organisms,Energy Metabolism
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko01200,Carbon metabolism,#N/A
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko04152,AMPK signaling pathway,#N/A
K03841,"FBP, fbp","fructose-1,6-bisphosphatase I [EC:3.1.3.11]",ko04910,Insulin signaling pathway,Endocrine System
K03850,ALG10,"alpha-1,2-glucosyltransferase [EC:2.4.1.256]",ko00510,N-Glycan biosynthesis,Glycan Biosynthesis and Metabolism
K03851,tpa,taurine-pyruvate aminotransferase [EC:2.6.1.77],ko00430,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids
K03852,xsc,sulfoacetaldehyde acetyltransferase [EC:2.3.3.15],ko00430,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids
K03856,"AROA2, aroA",3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K03856,"AROA2, aroA",3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],ko01230,Biosynthesis of amino acids,#N/A
K03862,vanA,vanillate O-demethylase monooxygenase subunit [EC:1.14.13.82],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K03863,vanB,vanillate O-demethylase ferredoxin subunit [EC:1.14.13.82],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K03885,ndh,NADH dehydrogenase [EC:1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03886,"MQCRA, qcrA, bfcA, petC",menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-],ko00190,Oxidative phosphorylation,Energy Metabolism
K03887,"MQCRB, qcrB, bfcB, petB",menaquinol-cytochrome c reductase cytochrome b subunit,ko00190,Oxidative phosphorylation,Energy Metabolism
K03888,"MQCRC, qcrC, bfcC, petD",menaquinol-cytochrome c reductase cytochrome b/c subunit,ko00190,Oxidative phosphorylation,Energy Metabolism
K03889,qcrC,ubiquinol-cytochrome c reductase cytochrome c subunit,ko00190,Oxidative phosphorylation,Energy Metabolism
K03890,qcrA,ubiquinol-cytochrome c reductase iron-sulfur subunit,ko00190,Oxidative phosphorylation,Energy Metabolism
K03891,qcrB,ubiquinol-cytochrome c reductase cytochrome b subunit,ko00190,Oxidative phosphorylation,Energy Metabolism
K03894,iucA,N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38],ko00310,Lysine degradation,Amino Acid Metabolism
K03895,iucC,aerobactin synthase [EC:6.3.2.39],ko00310,Lysine degradation,Amino Acid Metabolism
K03896,iucB,acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102],ko00310,Lysine degradation,Amino Acid Metabolism
K03897,iucD,lysine N6-hydroxylase [EC:1.14.13.59],ko00310,Lysine degradation,Amino Acid Metabolism
K03921,DESA1,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],ko00061,Fatty acid biosynthesis,Lipid Metabolism
K03921,DESA1,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],ko01040,Biosynthesis of unsaturated fatty acids,Lipid Metabolism
K03921,DESA1,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],ko01212,Fatty acid metabolism,Lipid Metabolism
K03922,DESA2,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],ko00061,Fatty acid biosynthesis,Lipid Metabolism
K03922,DESA2,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],ko01040,Biosynthesis of unsaturated fatty acids,Lipid Metabolism
K03922,DESA2,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],ko01212,Fatty acid metabolism,Lipid Metabolism
K03927,CES2,carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56],ko00983,Drug metabolism - other enzymes,Xenobiotics Biodegradation and Metabolism
K03934,NDUFS1,NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03934,NDUFS1,NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3],ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03934,NDUFS1,NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03934,NDUFS1,NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3],ko05012,Parkinson's disease,Neurodegenerative Diseases
K03934,NDUFS1,NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3],ko05016,Huntington's disease,Neurodegenerative Diseases
K03936,NDUFS3,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03936,NDUFS3,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3],ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03936,NDUFS3,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03936,NDUFS3,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3],ko05012,Parkinson's disease,Neurodegenerative Diseases
K03936,NDUFS3,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3],ko05016,Huntington's disease,Neurodegenerative Diseases
K03940,NDUFS7,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03940,NDUFS7,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3],ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03940,NDUFS7,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03940,NDUFS7,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3],ko05012,Parkinson's disease,Neurodegenerative Diseases
K03940,NDUFS7,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3],ko05016,Huntington's disease,Neurodegenerative Diseases
K03941,NDUFS8,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03941,NDUFS8,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3],ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03941,NDUFS8,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03941,NDUFS8,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3],ko05012,Parkinson's disease,Neurodegenerative Diseases
K03941,NDUFS8,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3],ko05016,Huntington's disease,Neurodegenerative Diseases
K03942,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03942,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3],ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03942,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03942,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3],ko05012,Parkinson's disease,Neurodegenerative Diseases
K03942,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3],ko05016,Huntington's disease,Neurodegenerative Diseases
K03943,NDUFV2,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3],ko00190,Oxidative phosphorylation,Energy Metabolism
K03943,NDUFV2,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3],ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03943,NDUFV2,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03943,NDUFV2,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3],ko05012,Parkinson's disease,Neurodegenerative Diseases
K03943,NDUFV2,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3],ko05016,Huntington's disease,Neurodegenerative Diseases
K03955,NDUFAB1,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1,ko00190,Oxidative phosphorylation,Energy Metabolism
K03955,NDUFAB1,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1,ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K03955,NDUFAB1,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1,ko05010,Alzheimer's disease,Neurodegenerative Diseases
K03955,NDUFAB1,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1,ko05012,Parkinson's disease,Neurodegenerative Diseases
K03955,NDUFAB1,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1,ko05016,Huntington's disease,Neurodegenerative Diseases
K03980,"murJ, mviN",putative peptidoglycan lipid II flippase,ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
K04019,eutA,ethanolamine utilization protein EutA,ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K04020,eutD,phosphotransacetylase,ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K04021,eutE,aldehyde dehydrogenase,ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K04022,eutG,alcohol dehydrogenase,ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K04032,eutT,ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04034,bchE,anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04035,"E1.14.13.81, acsF, chlE",magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04036,bchJ,divinyl protochlorophyllide a 8-vinyl-reductase [EC:1.-.-.-],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04037,chlL,light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04038,chlN,light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04039,chlB,light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04040,"chlG, bchG",chlorophyll synthase [EC:2.5.1.62],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04041,fbp3,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K04041,fbp3,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K04041,fbp3,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K04041,fbp3,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",ko00680,Methane metabolism,Energy Metabolism
K04041,fbp3,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",ko00710,Carbon fixation in photosynthetic organisms,Energy Metabolism
K04041,fbp3,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",ko01200,Carbon metabolism,#N/A
K04042,glmU,bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K04043,dnaK,molecular chaperone DnaK,ko03018,RNA degradation,"Folding, Sorting and Degradation"
K04043,dnaK,molecular chaperone DnaK,ko05152,Tuberculosis,Infectious Diseases
K04056,"yscO, sctO",type III secretion protein O,ko03070,Bacterial secretion system,Membrane Transport
K04057,"yscP, sctP",type III secretion protein P,ko03070,Bacterial secretion system,Membrane Transport
K04058,"yscW, sctW",type III secretion protein W,ko03070,Bacterial secretion system,Membrane Transport
K04059,"yscX, sctX",type III secretion protein X,ko03070,Bacterial secretion system,Membrane Transport
K04066,priA,primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-],ko03440,Homologous recombination,Replication and Repair
K04067,priC,primosomal replication protein N'',ko03440,Homologous recombination,Replication and Repair
K04071,E1.1.1.220,6-pyruvoyltetrahydropterin 2'-reductase [EC:1.1.1.220],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00071,Fatty acid degradation,Lipid Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00626,Naphthalene degradation,Xenobiotics Biodegradation and Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K04072,adhE,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],ko01220,Degradation of aromatic compounds,#N/A
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko00360,Phenylalanine metabolism,Amino Acid Metabolism
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko00621,Dioxin degradation,Xenobiotics Biodegradation and Metabolism
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko00622,Xylene degradation,Xenobiotics Biodegradation and Metabolism
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K04073,mhpF,acetaldehyde dehydrogenase [EC:1.2.1.10],ko01220,Degradation of aromatic compounds,#N/A
K04077,"groEL, HSPD1",chaperonin GroEL,ko03018,RNA degradation,"Folding, Sorting and Degradation"
K04077,"groEL, HSPD1",chaperonin GroEL,ko04940,Type I diabetes mellitus,Metabolic Diseases
K04077,"groEL, HSPD1",chaperonin GroEL,ko05134,Legionellosis,#N/A
K04077,"groEL, HSPD1",chaperonin GroEL,ko05152,Tuberculosis,Infectious Diseases
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04141,Protein processing in endoplasmic reticulum,"Folding, Sorting and Degradation"
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04151,PI3K-Akt signaling pathway,#N/A
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04612,Antigen processing and presentation,Immune System
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04621,NOD-like receptor signaling pathway,Immune System
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04626,Plant-pathogen interaction,Environmental Adaptation
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04914,Progesterone-mediated oocyte maturation,Endocrine System
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko04915,Estrogen signaling pathway,#N/A
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko05200,Pathways in cancer,Cancers
K04079,"htpG, HSP90A",molecular chaperone HtpG,ko05215,Prostate cancer,Cancers
K04085,"tusA, sirA",tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-],ko04122,Sulfur relay system,"Folding, Sorting and Degradation"
K04091,ssuD,alkanesulfonate monooxygenase [EC:1.14.14.5],ko00920,Sulfur metabolism,Energy Metabolism
K04092,tyrA1,chorismate mutase [EC:5.4.99.5],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K04092,tyrA1,chorismate mutase [EC:5.4.99.5],ko01230,Biosynthesis of amino acids,#N/A
K04093,pheA1,chorismate mutase [EC:5.4.99.5],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K04093,pheA1,chorismate mutase [EC:5.4.99.5],ko01230,Biosynthesis of amino acids,#N/A
K04097,gst,glutathione S-transferase [EC:2.5.1.18],ko00480,Glutathione metabolism,Metabolism of Other Amino Acids
K04098,chqB,"hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]",ko00361,Chlorocyclohexane and chlorobenzene degradation,Xenobiotics Biodegradation and Metabolism
K04098,chqB,"hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]",ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04099,"desB, galA",gallate dioxygenase [EC:1.13.11.57],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04100,ligA,"protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]",ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04100,ligA,"protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]",ko00624,Polycyclic aromatic hydrocarbon degradation,Xenobiotics Biodegradation and Metabolism
K04100,ligA,"protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]",ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04101,ligB,"protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]",ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04101,ligB,"protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]",ko00624,Polycyclic aromatic hydrocarbon degradation,Xenobiotics Biodegradation and Metabolism
K04101,ligB,"protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]",ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04102,pht5,"4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]",ko00624,Polycyclic aromatic hydrocarbon degradation,Xenobiotics Biodegradation and Metabolism
K04103,"E4.1.1.74, ipdC",indolepyruvate decarboxylase [EC:4.1.1.74],ko00380,Tryptophan metabolism,Amino Acid Metabolism
K04105,hbaA,4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04105,hbaA,4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04105,hbaA,4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],ko01220,Degradation of aromatic compounds,#N/A
K04107,"hcrC, hbaB",4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04107,"hcrC, hbaB",4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04107,"hcrC, hbaB",4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9],ko01220,Degradation of aromatic compounds,#N/A
K04108,"hcrA, hbaC",4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04108,"hcrA, hbaC",4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04108,"hcrA, hbaC",4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9],ko01220,Degradation of aromatic compounds,#N/A
K04109,"hcrB, hbaD",4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04109,"hcrB, hbaD",4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04109,"hcrB, hbaD",4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9],ko01220,Degradation of aromatic compounds,#N/A
K04110,badA,benzoate-CoA ligase [EC:6.2.1.25],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04110,badA,benzoate-CoA ligase [EC:6.2.1.25],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K04112,"bcrC, badD",benzoyl-CoA reductase subunit C [EC:1.3.7.8],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04112,"bcrC, badD",benzoyl-CoA reductase subunit C [EC:1.3.7.8],ko01220,Degradation of aromatic compounds,#N/A
K04113,"bcrB, badE",benzoyl-CoA reductase subunit B [EC:1.3.7.8],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04113,"bcrB, badE",benzoyl-CoA reductase subunit B [EC:1.3.7.8],ko01220,Degradation of aromatic compounds,#N/A
K04114,"bcrA, badF",benzoyl-CoA reductase subunit A [EC:1.3.7.8],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04114,"bcrA, badF",benzoyl-CoA reductase subunit A [EC:1.3.7.8],ko01220,Degradation of aromatic compounds,#N/A
K04115,"bcrD, badG",benzoyl-CoA reductase subunit D [EC:1.3.7.8],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04115,"bcrD, badG",benzoyl-CoA reductase subunit D [EC:1.3.7.8],ko01220,Degradation of aromatic compounds,#N/A
K04116,aliA,cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04117,aliB,cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04118,E1.3.1.62,pimeloyl-CoA dehydrogenase [EC:1.3.1.62],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K04126,E1.21.3.1,isopenicillin-N synthase [EC:1.21.3.1],ko00311,Penicillin and cephalosporin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04127,cefD,isopenicillin-N epimerase [EC:5.1.1.17],ko00311,Penicillin and cephalosporin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04128,cmcH,hydroxymethyl cephem carbamoyltransferase [EC:2.1.3.7],ko00311,Penicillin and cephalosporin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04339,stsE,scyllo-inosamine 4-kinase [EC:2.7.1.65],ko00521,Streptomycin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04340,strB1,scyllo-inosamine-4-phosphate amidinotransferase 1 [EC:2.1.4.2],ko00521,Streptomycin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04341,E2.4.2.27,dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase [EC:2.4.2.27],ko00521,Streptomycin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04342,strK,streptomycin-6-phosphatase [EC:3.1.3.39],ko00521,Streptomycin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko03015,mRNA surveillance pathway,Translation
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04071,Sphingolipid signaling pathway,#N/A
